Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
369;49;Adults;NA;NA;119.96774193548387;2005-01-01;2014-12-31;2009;split time;Glimaker;Glimaker (2016) [2005–2014];Observational;multicentre;Sweden;Europe;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13279132791327913;0.1699728997289973;0.09560975609756098;NA;0.018970189701897018
545;38;Adults;NA;NA;59.96774193548387;2010-01-01;2014-12-31;2012;split time;Glimaker;Glimaker (2016) [2010–2014];Observational;multicentre;Sweden;Europe;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06972477064220184;0.09189403935012697;0.04755550193427671;NA;0.011310851381594452
76;33;Neonates;NA;NA;59.96774193548387;1969-01-01;1973-12-31;1971;split age;Goldacre;Goldacre (1976) [1969–1973];Observational;multicentre;United Kingdom;Europe;high;1961–1970;na;2;0;2;NA;NA;NA;NA;NA;NA;NA;47;25;1;0;0;NA;NA;NA;NA;NA;NA;NA;25;7;0.4342105263157895;0.5823597735159807;0.2860612791155982;NA;0.075586350612342465
662;61;Children;NA;NA;59.96774193548387;1969-01-01;1973-12-31;1971;split age;Goldacre;Goldacre (1976) [1969–1973];Observational;multicentre;United Kingdom;Europe;high;1961–1970;na;65;265;191;NA;NA;NA;NA;NA;NA;NA;19;122;10;29;11;NA;NA;NA;NA;NA;NA;NA;2;9;0.09214501510574018;0.11526901716733692;0.06902101304414344;NA;0.011797960235508541
276;56;Neonates and children;NA;NA;8.967741935483872;1993-04-01;1993-12-31;1993;No merge and no split;Gomes;Gomes (1996) [1993–1993];Observational;single centre;Brazil;S-America;high;1991–2000;na;33;77;89;NA;NA;NA;NA;NA;NA;NA;9;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2028985507246377;0.2560409310005574;0.14975617044871795;20.28985507246377;0.027113459324448846
248;123;Adults;NA;NA;11.967741935483872;1998-04-01;1999-03-31;1998;No merge and no split;Gordon;Gordon (2000) [1998–1999];Observational;single centre;Malawi;Africa;low;1991–2000;na;88;64;NA;NA;NA;NA;NA;NA;NA;NA;96;NA;54;14;NA;NA;NA;NA;NA;NA;NA;NA;55;NA;0.4959677419354839;0.5836187562603324;0.4083167276106352;49.596774193548384;0.04471990526777991
86;28;Adults;NA;NA;155.96774193548387;1970-01-01;1982-12-31;1976;No merge and no split;Gorse;Gorse (1984) [1970–1982];Observational;multicentre;United States;N-America;high;1971–1980;na;22;16;2;2;2;NA;NA;NA;NA;NA;25;17;7;1;0;0;2;NA;NA;NA;NA;NA;15;3;0.32558139534883723;0.4461784318531767;0.2049843588444977;32.55813953488372;0.06152910025731607
67;9;Children;NA;NA;11.967741935483872;1962-01-01;1962-12-31;1962;split time;Gossage;Gossage (1964) [1962–1962];Observational;single centre;Canada;N-America;high;1961–1970;na;6;6;35;NA;2;NA;NA;NA;NA;NA;1;17;2;0;3;NA;1;NA;NA;NA;NA;NA;1;2;0.13432835820895522;0.22208955223880594;0.046567164179104475;13.432835820895523;0.04477611940298507
113;24;Children;NA;NA;11.967741935483872;1952-01-01;1952-12-31;1952;split time;Gossage;Gossage (1964) [1952–1952];Observational;single centre;Canada;N-America;high;Before 1961;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21238938053097345;0.29736283001513325;0.12741593104681365;21.238938053097346;0.04335380075722439
75;33;Children;NA;NA;11.967741935483872;1942-01-01;1942-12-31;1942;split time;Gossage;Gossage (1964) [1942–1942];Observational;single centre;Canada;N-America;high;Before 1961;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.44;0.5901245704961938;0.28987542950380624;44;0.07659416862050704
61;12;Children;NA;NA;71.96774193548387;1990-01-01;1995-12-31;1992;No merge and no split;Grobler;Grobler (1997) [1990–1995];Observational;single centre;South Africa;Africa;low;1991–2000;na;20;1;35;NA;NA;NA;NA;NA;NA;NA;5;NA;6;0;4;NA;NA;NA;NA;NA;NA;NA;2;NA;0.19672131147540983;0.30802687156836067;0.08541575138245903;19.672131147540984;0.056788551067832045
39;26;Neonates;NA;NA;143.96774193548387;1948-01-01;1959-12-31;1953;No merge and no split;Groover;Groover (1961) [1948–1959];Observational;single centre;United States;N-America;high;Before 1961;na;5;0;1;3;4;NA;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;0.922925083247227;0.41040825008610626;66.66666666666666;0.13074409009212265
64;15;Adults;23;41;33.96774193548387;2013-03-01;2015-12-31;2014;No merge and no split;Gudina;Gudina (2017) [2013–2015];Interventional;single centre;Ethiopia;Africa;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.234375;0.35298511497760215;0.11576488502239786;23.4375;0.0605153647844909
312;50;Neonates and children;NA;NA;119.96774193548387;1970-01-01;1979-12-31;1974;No merge and no split;Guggenbichler;Guggenbichler (1982) [1970–1979];Observational;single centre;Austria;Europe;high;1971–1980;na;31;88;62;NA;NA;NA;NA;NA;NA;NA;68;63;7;5;1;NA;NA;NA;NA;NA;NA;NA;35;2;0.16025641025641027;0.2046772208694113;0.11583559964340918;16.025641025641026;0.02266367888418422
350;125;Not specified;150;200;23.967741935483872;1977-01-01;1978-12-31;1977;No merge and no split;Guirguis;Guirguis (1983) [1977–1978];Observational;multicentre;Egypt;Africa;low;1971–1980;na;142;89;42;NA;NA;NA;NA;NA;NA;NA;77;NA;63;19;24;NA;NA;NA;NA;NA;NA;NA;19;NA;0.35714285714285715;0.4197527605128512;0.29453295377286304;35.714285714285715;0.03194382824999698
189;26;Not specified;53;136;25;2003-06-01;2005-07-01;2004;No merge and no split;Gurley;Gurley (2009) [2003–2005];Observational;multicentre;Bangladesh;Asia;low;2001–2010;na;23;136;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;13;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13756613756613756;0.19044485844784048;0.08468741668443462;13.756613756613756;0.02697893922535864
40;4;Children and adults;27;13;24;1995-03-21;1997-03-21;1996;No merge and no split;Gutierrez;Gutierrez (1998) [1995–1997];Observational;single centre;Spain;Europe;high;1991–2000;na;9;19;2;2;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.198;0.0020000000000000018;10;0.05
120;26;Children;49;71;23.967741935483872;1975-01-01;1976-12-31;1976;No merge and no split;Hailemeskel;Hailemeskel (1978) [1975–1976];Observational;single centre;Ethiopia;Africa;low;1971–1980;na;26;30;50;0;1;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.21666666666666667;0.29995065205534877;0.13338268127798453;21.666666666666668;0.04249182927993986
270;16;Children;122;149;59.96774193548387;1984-01-01;1988-12-31;1986;No merge and no split;Hanna;Hanna (1991) [1984–1988];Observational;multicentre;Australia;Oceania;high;1981–1990;na;36;24;186;NA;NA;NA;NA;NA;NA;NA;5;19;3;1;10;NA;NA;NA;NA;NA;NA;NA;1;1;0.05925925925925926;0.0882962962962963;0.030222222222222223;5.9259259259259265;0.014814814814814817
3692;299;Adults;NA;NA;47.96774193548387;2011-01-01;2014-12-31;2012;No merge and no split;Hasbun;Hasbun (2017) [2011–2014];Observational;multicentre;United States;N-America;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08098591549295775;0.09016564687783031;0.07180618410808517;8.098591549295776;0.004683536420853351
160;45;Children;64;96;120;1961-01-01;1971-01-01;1966;No merge and no split;Hashemi;Hashemi (1975) [1961–1971];Observational;single centre;Iran;Asia;high;1961–1970;na;49;70;12;NA;NA;NA;NA;NA;NA;NA;29;NA;16;5;7;NA;NA;NA;NA;NA;NA;NA;17;NA;0.28125;0.3634254981731173;0.19907450182688274;28.125;0.041926274578121064
46;4;Not specified;NA;NA;107.96774193548387;2008-01-01;2016-12-31;2012;No merge and no split;Haydar;Haydar (2019) [2008–2016];Observational;multicentre;Lebanon;Asia;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08695652173913043;0.17217391304347826;0.0017391304347826103;8.695652173913043;0.043478260869565216
74;4;Children;NA;NA;131.96774193548387;1972-01-01;1982-12-31;1977;No merge and no split;Helwig;Helwig (1982) [1972–1982];NA;single centre;Germany;Europe;high;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05405405405405406;0.10702702702702703;0.0010810810810810822;5.405405405405405;0.02702702702702703
120;20;Children;48;72;24;1998-01-01;2000-01-01;1999;No merge and no split;Hemalatha;Hemalatha (2002) [1998–2000];NA;single centre;India;Asia;low;1991–2000;na;20;7;6;NA;10;NA;6;NA;NA;NA;1;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16666666666666666;0.2397115539316598;0.09362177940167354;16.666666666666664;0.037267799624996496
320;22;Children;NA;NA;155.96774193548387;1950-01-01;1962-12-31;1956;split age;Heycock;Heycock (1964) [1950–1962];Observational;single centre;United Kingdom;Europe;high;Before 1961;na;21;125;21;NA;NA;NA;NA;NA;NA;NA;3;150;6;2;4;NA;NA;NA;NA;NA;NA;NA;1;9;0.06875;0.09747879652891851;0.0400212034710815;6.875000000000001;0.014657549249448218
17;7;Neonates;NA;NA;155.96774193548387;1950-01-01;1962-12-31;1956;split age;Heycock;Heycock (1964) [1950–1962];Observational;single centre;United Kingdom;Europe;high;Before 1961;na;2;1;NA;NA;8;1;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4117647058823529;0.7168042688050941;0.1067251429596119;41.17647058823529;0.155632430062623
349;90;Not specified;151;198;299.96774193548384;1949-01-01;1973-12-31;1961;No merge and no split;Hodges;Hodges (1975) [1949–1973];Observational;single centre;United States;N-America;high;Before 1961;na;88;42;15;NA;NA;NA;15;NA;NA;NA;42;147;27;7;1;NA;NA;NA;8;NA;NA;NA;27;20;0.25787965616045844;0.3111581451054157;0.20460116721550123;25.787965616045845;0.02718290252293736
144;14;Neonates;NA;NA;17.967741935483872;1996-07-01;1997-12-31;1997;No merge and no split;Holt;Holt (2001) [1996–1997];Observational;multicentre;United Kingdom;Europe;high;1991–2000;na;8;5;1;7;26;69;NA;NA;NA;NA;28;NA;1;NA;NA;1;4;8;NA;NA;NA;NA;NA;NA;0.09722222222222222;0.14815033665331195;0.046294107791132466;9.722222222222223;0.02598373185259681
32;12;Children and adults;13;19;3.967741935483871;1996-09-01;1996-12-31;1996;No merge and no split;Honnas;Honnas (1998) [1996–1996];Observational;single centre;Kenya;Africa;low;1991–2000;na;15;1;7;NA;1;NA;NA;NA;NA;NA;2;6;5;0;2;NA;1;NA;NA;NA;NA;NA;2;2;0.375;0.5871762239271875;0.16282377607281254;37.5;0.10825317547305484
302;10;Children;NA;NA;119.96774193548387;1967-01-01;1976-12-31;1972;No merge and no split;Horwitz;Horwitz (1980) [1967–1976];Observational;single centre;United States;N-America;high;1971–1980;na;35;46;221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.033112582781456956;0.05363597421831134;0.012589191344602572;3.3112582781456954;0.010471118080027746
25;4;Children;NA;NA;12;2012-03-01;2013-03-01;2012;No merge and no split;Hu;Hu (2015) [2012–2013];Observational;single centre;China;Asia;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16;0.3168;0.0032000000000000028;16;0.08000000000000002
12;0;Neonates;6;6;83.96774193548387;2007-01-01;2013-12-31;2010;No merge and no split;Huang;Huang (2020) [2007–2013];Observational;single centre;Taiwan;Asia;high;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0
720;99;Not specified;NA;NA;59.96774193548387;1997-01-01;2001-12-31;1999;split time;Hudeckova;Hudeckova (2010) [1997–2001];Observational;multicentre;Slovakia;Europe;high;1991–2000;na;124;341;111;NA;NA;NA;NA;NA;NA;NA;144;NA;10;71;2;NA;NA;NA;NA;NA;NA;NA;16;NA;0.1375;0.1645857691212358;0.11041423087876423;13.750000000000002;0.013819269959814175
490;49;Not specified;NA;NA;71.96774193548387;2002-01-01;2007-12-31;2004;split time;Hudeckova;Hudeckova (2010) [2002–2007];Observational;multicentre;Slovakia;Europe;high;2001–2010;na;145;204;23;NA;NA;NA;NA;NA;NA;NA;118;NA;16;15;1;NA;NA;NA;NA;NA;NA;NA;17;NA;0.1;0.128;0.07200000000000001;10;0.014285714285714285
35;11;Adults;NA;NA;119.96774193548387;1992-01-01;2001-12-31;1996;No merge and no split;Hui;Hui (2005) [1992–2001];Observational;single centre;Hong Kong;Asia;high;1991–2000;na;7;NA;NA;2;NA;NA;3;NA;NA;5;18;NA;3;NA;NA;NA;NA;NA;2;NA;NA;4;2;NA;0.3142857142857143;0.5000167025456166;0.1285547260258119;31.428571428571427;0.09476070829586855
71;9;Children;30;41;11.967741935483872;1995-01-01;1995-12-31;1995;No merge and no split;Hussain;Hussain (1998) [1995–1995];Observational;multicentre;Malaysia;Asia;high;1991–2000;na;8;2;28;NA;3;2;NA;NA;NA;NA;15;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1267605633802817;0.20957746478873238;0.043943661971830986;12.676056338028168;0.042253521126760556
201;10;Children;46;155;11;1991-08-01;1992-07-01;1992;No merge and no split;Hussey;Hussey (1997) [1991–1992];Observational;multicentre;South Africa;Africa;low;1991–2000;na;26;101;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04975124378109453;0.0805873841489056;0.018915103413283466;4.975124378109453;0.015732724677454624
13;1;Neonates and children;NA;NA;131;1984-01-01;1994-12-01;1989;No merge and no split;Ichiyama;Ichiyama (1996) [1984–1994];Observational;single centre;Japan;Asia;high;1981–1990;na;2;NA;8;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;0.07692307692307693;0.2276923076923077;-0.07384615384615385;7.6923076923076925;0.07692307692307693
62;14;Children;NA;NA;47.96774193548387;1991-01-01;1994-12-31;1992;No merge and no split;Imananagha;Imananagha (1998) [1991–1994];Observational;single centre;Nigeria;Africa;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22580645161290322;0.34409110448511165;0.10752179874069476;22.58064516129032;0.06034931268990227
40;4;Children;NA;NA;7.967741935483871;1988-03-01;1988-10-31;1988;No merge and no split;Imuekehme;Imuekehme (1997) [1988–1988];Observational;single centre;Nigeria;Africa;low;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1;0.198;0.0020000000000000018;10;0.05
71;16;Adults;26;45;116.96774193548387;1998-04-01;2007-12-31;2003;No merge and no split;Ishihara;Ishihara (2009) [1998–2007];Observational;multicentre;Japan;Asia;high;2001–2010;na;20;NA;4;2;NA;NA;16;NA;NA;4;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22535211267605634;0.335774647887324;0.11492957746478874;22.535211267605636;0.05633802816901409
252;12;Children;NA;NA;119;1984-01-01;1993-12-01;1988;split age;Ishikawa;Ishikawa (1996) [1984–1993];Observational;multicentre;Japan;Asia;high;1981–1990;na;52;5;95;5;12;13;4;NA;NA;NA;25;42;5;0;3;0;1;1;0;NA;NA;NA;2;0;0.047619047619047616;0.07456206018123016;0.020676035056865084;4.761904761904762;0.013746434980705375
68;12;Neonates;NA;NA;119;1984-01-01;1993-12-01;1988;split age;Ishikawa;Ishikawa (1996) [1984–1993];Observational;multicentre;Japan;Asia;high;1981–1990;na;4;0;0;2;15;28;1;NA;NA;NA;6;12;1;0;0;1;1;4;0;NA;NA;NA;3;2;0.17647058823529413;0.27631822302455883;0.07662295344602943;17.647058823529413;0.050942670810849335
141;28;Children and adults;NA;NA;77.96666666666667;1974-01-01;1980-06-30;1977;No merge and no split;Ispahani;Ispahani (1983) [1974–1980];Observational;multicentre;United Kingdom;Europe;high;1971–1980;na;35;40;29;NA;NA;NA;NA;NA;NA;NA;20;17;18;0;1;NA;NA;NA;NA;NA;NA;NA;8;1;0.19858156028368795;0.2721371995700227;0.1250259209973532;19.858156028368796;0.037528387390987114
235;15;Children;118;117;53.96666666666667;1979-01-01;1983-06-30;1981;No merge and no split;Jadavji;Jadavji (1986) [1979–1983];Observational;single centre;Canada;N-America;high;1971–1980;na;46;24;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06382978723404255;0.09613211641943208;0.031527458048653034;6.382978723404255;0.016480780196627305
101;6;Children;47;54;359;1986-01-01;2015-12-01;2000;No merge and no split;Johansson;Johansson (2020) [1986–2015];Observational;multicentre;Sweden;Europe;high;1991–2000;na;32;11;41;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0594059405940594;0.10694059302826761;0.011871288159851204;5.9405940594059405;0.024252373690922552
12;4;Neonates;NA;NA;59.96774193548387;1992-01-01;1996-12-31;1994;split age;Johnson;Johnson (2001) [1992–1996];Observational;single centre;Nigeria;Africa;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3333333333333333;0.6599999999999999;0.006666666666666672;NA;0.16666666666666663
50;26;Children;NA;NA;59.96774193548387;1992-01-01;1996-12-31;1994;split age;Johnson;Johnson (2001) [1992–1996];Observational;single centre;Nigeria;Africa;low;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.52;0.7198815649328372;0.3201184350671629;NA;0.10198039027185568
62;28;Neonates and children;23;39;NA;NA;NA;2007;No merge and no split;Johnson;Johnson (2007);Observational;single centre;Nigeria;Africa;low;2001–2010;na;22;1;2;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.45161290322580644;0.6188926635382773;0.2843331429133355;45.16129032258064;0.08534681648595455
265;62;Not specified;NA;NA;83.96774193548387;1956-01-01;1962-12-31;1959;split time;Jonsson;Jonsson (1971) [1956–1962];Observational;multicentre;Sweden;Europe;high;Before 1961;na;49;46;65;8;NA;NA;NA;NA;NA;NA;42;55;12;1;6;3;NA;NA;NA;NA;NA;NA;21;19;0.2339622641509434;0.29220020918137035;0.17572431912051642;23.39622641509434;0.029713237260421924
207;27;Not specified;NA;NA;59.96774193548387;1963-01-01;1967-12-31;1965;split time;Jonsson;Jonsson (1971) [1963–1967];Observational;multicentre;Sweden;Europe;high;1961–1970;na;35;42;69;2;NA;NA;NA;NA;NA;NA;28;31;4;4;7;1;NA;NA;NA;NA;NA;NA;8;3;0.13043478260869565;0.1796350664178985;0.08123449879949277;13.043478260869565;0.02510218561694024
100;5;Neonates and children;NA;NA;71.96774193548387;2005-01-01;2010-12-31;2008;No merge and no split;Juganariu;Juganariu (2012) [2005–2010];Observational;single centre;Romania;Europe;high;2001–2010;na;8;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05;0.09382693235899588;0.006173067641004124;5;0.022360679774997894
13;5;Children;4;9;5;2011-11-01;2012-04-01;2012;No merge and no split;Jumanne;Jumanne (2018) [2011–2012];Observational;multicentre;Tanzania;Africa;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.38461538461538464;0.7217456335307375;0.047485135700031725;38.46153846153847;0.17200522903844534
240;19;Children;102;138;143.96774193548387;1955-01-01;1966-12-31;1960;No merge and no split;Justitz;Justitz (1970) [1955–1966];Observational;single centre;Switzerland;Europe;high;Before 1961;na;25;99;73;NA;4;NA;4;NA;2;NA;11;22;3;2;2;NA;2;NA;1;NA;2;NA;3;4;0.07916666666666666;0.11476434137224883;0.04356899196108449;7.916666666666666;0.018162078931419474
92;4;Children;NA;NA;167.96774193548387;1980-01-01;1993-12-31;1986;No merge and no split;Kaaresen;Kaaresen (1995) [1980–1993];Observational;single centre;Norway;Europe;high;1981–1990;na;7;38;45;NA;NA;NA;NA;NA;NA;NA;2;NA;0;1;3;NA;NA;NA;NA;NA;NA;NA;0;NA;0.043478260869565216;0.08608695652173913;8.695652173913051e-4;4.3478260869565215;0.021739130434782608
852;137;Neonates and children;NA;NA;11.967741935483872;1989-01-01;1989-12-31;1989;No merge and no split;Kabra;Kabra (1991) [1989–1989];Observational;multicentre;India;Asia;low;1981–1990;na;22;21;8;NA;NA;NA;14;NA;NA;NA;67;720;5;2;2;NA;NA;NA;1;NA;NA;NA;15;112;0.1607981220657277;0.1877244270246602;0.13387181710679522;16.079812206572768;0.013737910693332902
83;10;Not specified;NA;NA;71.96774193548387;2010-01-01;2015-12-31;2012;No merge and no split;Kaburi;Kaburi (2017) [2010–2015];Observational;multicentre;Ghana;Africa;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12048192771084337;0.19515740016783162;0.04580645525385514;12.048192771084338;0.03809973084540217
21;1;Not specified;NA;NA;11;2015-04-01;2016-03-01;2015;No merge and no split;Kafle;Kafle (2017) [2015–2016];Observational;single centre;Nepal;Asia;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.047619047619047616;0.14095238095238094;-0.04571428571428571;4.761904761904762;0.047619047619047616
34;10;Children;12;22;119.96774193548387;1964-01-01;1973-12-31;1968;No merge and no split;Kaiser;Kaiser (1975) [1964–1973];NA;single centre;Hungary;Europe;high;1961–1970;na;8;13;2;NA;NA;NA;NA;NA;NA;NA;1;10;5;0;1;NA;NA;NA;NA;NA;NA;NA;1;3;0.29411764705882354;0.47641365335088304;0.11182164076676401;29.411764705882355;0.09300816647554057
325;12;Children;165;160;95.96774193548387;1984-01-01;1991-12-31;1987;No merge and no split;Kallio;Kallio (1994) [1984–1991];Observational;multicentre;Finland;Europe;high;1981–1990;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.036923076923076927;0.05781427435590769;0.01603187949024616;3.6923076923076925;0.010658774200423859
2858;472;Not specified;NA;NA;35.96774193548387;2011-01-01;2013-12-31;2012;No merge and no split;Kambire;Kambire (2016) [2011–2013];Observational;multicentre;Burkina Faso;Africa;low;After 2010;na;1528;1269;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;357;111;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.16515045486354094;0.1800497199179513;0.15025118980913055;16.515045486354094;0.007601665844086926
55;22;Neonates;20;35;275.96774193548384;1990-01-01;2012-12-31;2001;No merge and no split;Kamoun;Kamoun (2015) [1990–2012];Observational;single centre;Tunisia;Africa;high;1991–2000;na;2;NA;1;NA;7;7;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4;0.5671493616227986;0.2328506383772014;40;0.08528028654224418
325;8;Neonates;NA;NA;89.96666666666667;2003-01-01;2010-06-30;2006;No merge and no split;Kavuncuoglu;Kavuncuoglu (2013) [2003–2010];Observational;single centre;Turkey;Europe;high;2001–2010;na;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.024615384615384615;0.04167297589077702;0.007557793339992208;2.4615384615384617;0.00870285269152674
33;16;Neonates;NA;NA;35.96774193548387;1967-01-01;1969-12-31;1968;split age;Kendall;Kendall (1971) [1967–1969];Observational;single centre;Zimbabwe;Africa;low;1961–1970;na;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;16;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;8;0.48484848484848486;0.7224242424242424;0.24727272727272728;48.484848484848484;0.1212121212121212
164;62;Children;NA;NA;35.96774193548387;1967-01-01;1969-12-31;1968;split age;Kendall;Kendall (1971) [1967–1969];Observational;single centre;Zimbabwe;Africa;low;1961–1970;na;57;13;44;NA;NA;NA;NA;NA;NA;NA;2;48;24;1;13;NA;NA;NA;NA;NA;NA;NA;1;23;0.3780487804878049;0.4721527770308729;0.28394478394473693;37.80487804878049;0.048012243134218355
188;64;Neonates and children;NA;NA;41.96774193548387;2008-07-01;2011-12-31;2010;No merge and no split;Khowaja;Khowaja (2013) [2008–2011];Observational;multicentre;Pakistan;Asia;low;2001–2010;na;51;NA;26;NA;NA;NA;NA;NA;NA;NA;NA;111;14;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;43;0.3404255319148936;0.4238297872340426;0.2570212765957447;34.04255319148936;0.04255319148936171
74;11;Adults;NA;NA;239.96774193548387;1982-01-01;2001-12-31;1992;No merge and no split;Khwannimit;Khwannimit (2004) [1982–2001];Observational;single centre;Thailand;Asia;high;1991–2000;na;17;NA;1;NA;NA;NA;4;NA;1;NA;33;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.14864864864864866;0.23649438633914302;0.06080291095815427;14.864864864864865;0.04481925392372162
99;24;Not specified;NA;NA;20.967741935483872;1979-04-01;1980-12-31;1980;No merge and no split;Kilpatrick;Kilpatrick (1987) [1979–1980];NA;single centre;Egypt;Africa;low;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.24242424242424243;0.33941413931020264;0.14543434553828227;24.242424242424242;0.049484641268347035
