Patients;Deaths;Agegroup;PatientsFemales;PatientsMales;PeriodMonths;Periodfrom;Periodto;Periodmean;Mergesplit;Firstauthor;Studyauthor;Studytype;SingleMulticentre;Country;Region;Income;Interval;Pathogen;Streppneumoniae;Neismeningitidis;HaemophInfluenzae;Listeria;Eschcoli;GBS;Staphaureus;Enterobacter;Pseudomonas;Klebsielapneumoniae;Other;Unidentified;Streppneumoniae_A;Neismeningitidis_A;HaemophInfluenzae_A;Listeria_A;Eschcoli_A;GBS_A;Staphaureus_A;Enterobacter_A;Pseudomonas_A;Klebsielapneumoniae_A;Other_A;Unidentified_A;CfrCalc;CfrUci;CfrLci;Mortalityrate;MortalityRateSE
39;1;Not specified;NA;NA;35.96666666666667;1971-07-01;1974-06-30;1972;No merge and no split;Gilsdorf;Gilsdorf (1977) [1971–1974];Observational;single centre;United States;N-America;high;1971–1980;na;8;1;26;NA;NA;NA;NA;NA;NA;NA;1;3;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;0;0.02564102564102564;0.07589743589743589;-0.024615384615384612;2.564102564102564;0.025641025641025637
207;49;Not specified;NA;NA;83.96774193548387;1956-01-01;1962-12-31;1959;No merge and no split;Swartz;Swartz (1965) [1956–1962];NA;single centre;United States;N-America;high;Before 1961;na;56;39;52;1;6;NA;13;NA;NA;NA;21;19;16;6;4;0;1;NA;10;NA;NA;NA;10;2;0.23671497584541062;0.3029951690821256;0.17043478260869566;23.67149758454106;0.033816425120772944
365;146;Not specified;NA;NA;311.96774193548384;1947-01-01;1972-12-31;1960;merge time;Finland;Finland (1977) [1947–1972];Observational;single centre;United States;N-America;high;Before 1961;na;147;86;69;1;9;8;15;1;1;5;23;0;90;13;4;1;5;6;9;0;1;3;14;0;0.4;0.46488430166642564;0.33511569833357435;40;0.033104235544094716
288;6;Children;NA;NA;155.96774193548387;1984-01-01;1996-12-31;1990;No merge and no split;Bonsu;Bonsu (2001) [1984–1996];Observational;single centre;United States;N-America;high;1981–1990;na;68;59;154;NA;NA;NA;NA;NA;NA;NA;7;NA;2;0;4;NA;NA;NA;NA;NA;NA;NA;0;NA;0.020833333333333332;0.037503471860607734;0.004163194806058929;2.083333333333333;0.008505172717997144
29;28;Neonates;7;22;84;1958-01-01;1965-01-01;1961;No merge and no split;Berman;Berman (1966) [1958–1965];Observational;multicentre;United States;N-America;high;Before 1961;na;NA;NA;NA;1;11;1;2;NA;2;NA;11;1;NA;NA;NA;1;10;1;2;NA;2;NA;11;1;0.9655172413793104;1.323149832392179;0.6078846503664415;96.55172413793103;0.18246560765962694
354;88;Neonates and children;NA;NA;119.96774193548387;1944-01-01;1953-12-31;1948;No merge and no split;Smith;Smith (1954) [1944–1953];Observational;single centre;United States;N-America;high;Before 1961;na;41;72;106;NA;19;NA;NA;NA;5;NA;20;91;6;12;8;NA;12;NA;NA;NA;3;NA;7;40;0.24858757062146894;0.300526637792395;0.1966485034505428;24.858757062146893;0.02649952406679904
38;7;Adults;22;16;124.96774193548387;1992-11-01;2003-03-31;1998;No merge and no split;Pizon;Pizon (2006) [1992–2003];Observational;single centre;United States;N-America;high;1991–2000;na;9;4;1;2;1;1;2;NA;2;1;11;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.18421052631578946;0.320675593939121;0.04774545869245795;18.421052631578945;0.06962503450169975
1289;95;Not specified;591;715;275.96774193548384;1954-01-01;1976-12-31;1965;No merge and no split;Geiseler;Geiseler (1980) [1954–1976];Observational;single centre;United States;N-America;high;1961–1970;na;178;396;458;NA;NA;NA;11;NA;NA;NA;125;121;32;24;16;NA;NA;NA;3;NA;NA;NA;16;4;0.07370054305663305;0.08852111475238601;0.058879971360880086;7.370054305663305;0.007561516171302533
39;26;Neonates;NA;NA;143.96774193548387;1948-01-01;1959-12-31;1953;No merge and no split;Groover;Groover (1961) [1948–1959];Observational;single centre;United States;N-America;high;Before 1961;na;5;0;1;3;4;NA;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;0.922925083247227;0.41040825008610626;66.66666666666666;0.13074409009212265
302;10;Children;NA;NA;119.96774193548387;1967-01-01;1976-12-31;1972;No merge and no split;Horwitz;Horwitz (1980) [1967–1976];Observational;single centre;United States;N-America;high;1971–1980;na;35;46;221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.033112582781456956;0.05363597421831134;0.012589191344602572;3.3112582781456954;0.010471118080027746
294;77;Adults;142;152;347.96774193548384;1970-01-01;1998-12-31;1984;No merge and no split;McMillan;McMillan (2001) [1970–1998];Observational;multicentre;United States;N-America;high;1981–1990;na;141;43;11;19;7;11;26;NA;2;1;33;NA;41;2;0;6;3;6;9;NA;1;0;9;NA;0.2619047619047619;0.320404524487376;0.20340499932214776;26;0.02984681764419088
1787;114;Neonates and children;NA;NA;167.96774193548387;1969-01-01;1982-12-31;1976;No merge and no split;McCracken;McCracken (1984) [1969–1982];Observational;single centre;United States;N-America;high;1971–1980;na;162;214;1021;NA;NA;125;NA;NA;NA;NA;75;NA;13;9;38;NA;NA;19;NA;NA;NA;NA;17;NA;0.063794068270845;0.07550479763513226;0.05208333890655772;6.3794068270845;0.005974861920554731
37;5;Children and adults;NA;NA;52;1972-10-01;1977-02-01;1974;No merge and no split;Wotton;Wotton (1981) [1972–1977];Observational;single centre;Canada;N-America;high;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.13513513513513514;0.25358630367296187;0.016683966597308444;13.513513513513514;0.06043426966215649
94;39;Children and adults;NA;NA;248.96666666666667;1942-10-01;1963-06-30;1953;merge time;Wilson;Wilson (1964) [1942–1963];Observational;single centre;United States;N-America;high;Before 1961;na;39;28;3;0;2;0;0;0;0;0;0;22;26;8;0;0;0;0;0;0;0;0;0;5;0.4148936170212766;0.5451084689027751;0.2846787651397781;41.48936170212766;0.0664361489191319
98;17;Neonates;NA;NA;180;1974-01-01;1989-01-01;1981;No merge and no split;Shattuck;Shattuck (1992) [1974–1989];Observational;single centre;United States;N-America;high;1971–1980;na;1;NA;3;12;18;29;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17346938775510204;0.2559315002674552;0.09100727524274883;17.346938775510203;0.04207250638385367
130;10;Not specified;NA;NA;NA;NA;NA;1985;No merge and no split;Skoch;Skoch (1985);NA;multicentre;United States;N-America;high;1981–1990;na;19;17;68;2;NA;17;5;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07692307692307693;0.12460049395330788;0.029245659892845974;8;0.024325212770526
258;23;Neonates and children;110;148;138;1979-01-01;1990-07-01;1984;No merge and no split;Rothrock;Rothrock (1992) [1979–1990];Observational;single centre;United States;N-America;high;1981–1990;na;34;2;200;NA;6;11;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08914728682170543;0.12558073560346097;0.05271383803994988;8.914728682170542;0.01858849427640589
21;16;Neonates;NA;NA;72;1960-06-01;1966-06-01;1963;No merge and no split;Fosson;Fosson (1968) [1960–1966];Observational;single centre;United States;N-America;high;1961–1970;na;1;NA;1;NA;12;NA;NA;NA;NA;NA;4;NA;1;NA;1;NA;8;NA;NA;NA;NA;NA;3;NA;0.7619047619047619;1.1352380952380952;0.38857142857142857;76.19047619047619;0.19047619047619047
26;5;Neonates;17;9;119.96774193548387;1993-01-01;2002-12-31;1997;No merge and no split;Franco;Franco (1992) [1993–2002];Observational;single centre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;7;11;1;NA;NA;NA;7;NA;NA;NA;NA;NA;2;1;0;NA;NA;NA;2;NA;0.19230769230769232;0.36087281676536875;0.023742567850015862;19;0.08600261451922267
253;63;Adults;NA;NA;323.96774193548384;1962-01-01;1988-12-31;1975;No merge and no split;Durand;Durand (1993) [1962–1988];Observational;single centre;United States;N-America;high;1971–1980;na;97;35;9;29;4;1;13;1;NA;3;27;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2490118577075099;0.31050204628086875;0.187521669134151;25;0.03137254519048922
334;34;Children;NA;NA;71.96774193548387;1995-01-01;2000-12-31;1997;No merge and no split;Odetola;Odetola (2005) [1995–2000];Observational;multicentre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10179640718562874;0.13601396920328382;0.06757884516797369;10.179640718562874;0.017457939804926055
7227;813;Not specified;NA;NA;83.96774193548387;1994-04-01;2001-03-31;1997;No merge and no split;Deeks;Deeks (2005) [1994–2001];Observational;multicentre;Canada;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.11249481112494811;0.12022772706838;0.1047618951815162;11.249481112494811;0.003945365277261174
118;9;Not specified;NA;NA;120;1987-06-01;1997-06-01;1992;merge age;Miner;Miner (2001) [1987–1997];Observational;single centre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07627118644067797;0.12610169491525422;0.026440677966101694;7.627118644067797;0.025423728813559317
73;4;Neonates and children;NA;NA;95.96774193548387;1997-01-01;2004-12-31;2000;No merge and no split;Garges;Garges (2006) [1997–2004];Observational;multicentre;United States;N-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0547945205479452;0.1084931506849315;0.0010958904109589051;5.47945205479452;0.0273972602739726
2780;117;Neonates and children;1197;1583;71.96774193548387;2001-01-01;2006-12-31;2004;No merge and no split;Mongelluzzo;Mongelluzzo (2008) [2001–2006];Observational;multicentre;United States;N-America;high;2001–2010;na;504;280;119;NA;NA;NA;NA;NA;NA;NA;1877;NA;21;14;3;NA;NA;NA;NA;NA;NA;NA;79;NA;0.0420863309352518;0.04971246097112527;0.034460200899378325;4.2086330935251794;0.003890882671364017
3692;299;Adults;NA;NA;47.96774193548387;2011-01-01;2014-12-31;2012;No merge and no split;Hasbun;Hasbun (2017) [2011–2014];Observational;multicentre;United States;N-America;high;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.08098591549295775;0.09016564687783031;0.07180618410808517;8.098591549295776;0.004683536420853351
179;42;Not specified;NA;NA;95.96774193548387;1964-01-01;1971-12-31;1967;No merge and no split;Fraser;Fraser (1974) [1964–1971];Observational;multicentre;United States;N-America;high;1961–1970;na;30;21;90;NA;NA;NA;NA;NA;NA;NA;25;NA;7;6;7;NA;NA;NA;NA;NA;NA;NA;8;NA;0.2346368715083799;0.30559917189318103;0.16367457112357875;23.463687150837988;0.03620525529836793
194;23;Children and adults;103;91;11.967741935483872;1965-01-01;1965-12-31;1965;No merge and no split;Wiebe;Wiebe (1972) [1965–1965];Observational;single centre;United States;N-America;high;1961–1970;na;37;51;68;NA;NA;NA;NA;NA;NA;NA;NA;38;6;3;8;NA;NA;NA;NA;NA;NA;NA;NA;6;0.11855670103092783;0.1670094318850151;0.07010397017684057;11.855670103092782;0.024720781048003706
349;90;Not specified;151;198;299.96774193548384;1949-01-01;1973-12-31;1961;No merge and no split;Hodges;Hodges (1975) [1949–1973];Observational;single centre;United States;N-America;high;Before 1961;na;88;42;15;NA;NA;NA;15;NA;NA;NA;42;147;27;7;1;NA;NA;NA;8;NA;NA;NA;27;20;0.25787965616045844;0.3111581451054157;0.20460116721550123;25.787965616045845;0.02718290252293736
30;20;Not specified;NA;NA;143.96774193548387;1935-01-01;1946-12-31;1940;No merge and no split;Fraser;Fraser (1973) [1935–1946];Observational;multicentre;United States;N-America;high;Before 1961;na;11;6;6;NA;NA;NA;NA;NA;NA;NA;6;1;10;1;3;NA;NA;NA;NA;NA;NA;NA;5;1;0.6666666666666666;0.9588462157266392;0.3744871176066942;66.66666666666666;0.14907119849998599
216;12;Children;NA;NA;131.96774193548387;1988-01-01;1998-12-31;1993;No merge and no split;Neuman;Neuman (2001) [1988–1998];Observational;single centre;United States;N-America;high;1991–2000;na;76;67;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.05555555555555555;0.08698907021143518;0.024122040899675932;5.555555555555555;0.016037507477489603
294;50;Not specified;NA;NA;120;1948-01-01;1958-01-01;1952;No merge and no split;Eigler;Eigler (1961) [1948–1958];Observational;single centre;United States;N-America;high;Before 1961;na;37;38;46;NA;NA;NA;23;NA;NA;NA;93;57;7;3;5;NA;NA;NA;5;NA;NA;NA;23;7;0.17006802721088435;0.21720847928998752;0.12292757513178118;17.006802721088434;0.024051251060766922
209;83;Not specified;NA;NA;120;1950-01-01;1960-01-01;1955;No merge and no split;Carpenter;Carpenter (1962) [1950–1960];Observational;single centre;United States;N-America;high;Before 1961;na;63;53;35;NA;9;NA;8;NA;3;NA;38;NA;37;7;6;NA;7;NA;5;NA;1;NA;20;NA;0.39712918660287083;0.4825667455269035;0.3116916276788381;39.71291866028708;0.04359059128777178
260;52;Not specified;NA;NA;125.96666666666667;1961-01-01;1971-06-30;1966;No merge and no split;Fraser;Fraser (1973) [1961–1971];Observational;multicentre;United States;N-America;high;1961–1970;na;59;61;106;NA;NA;NA;NA;NA;NA;NA;34;NA;21;4;15;NA;NA;NA;NA;NA;NA;NA;12;NA;0.2;0.25436061923007247;0.14563938076992758;20;0.027735009811261452
191;4;Children;NA;NA;54;1973-01-01;1977-07-01;1975;No merge and no split;Pomeroy;Pomeroy (1990) [1973–1977];Observational;single centre;United States;N-America;high;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.020942408376963352;0.04146596858638744;4.1884816753926744e-4;2.094240837696335;0.010471204188481676
389;83;Not specified;149;189;107.96774193548387;1963-01-01;1971-12-31;1967;No merge and no split;Floyd;Floyd (1974) [1963–1971];Observational;multicentre;United States;N-America;high;1961–1970;na;69;156;113;8;13;2;6;NA;NA;NA;23;NA;27;29;9;1;7;2;3;NA;NA;NA;5;NA;0.2133676092544987;0.25927107921625403;0.16746413929274337;21.336760925449873;0.023420137735589455
152;12;Children;46;106;35.96774193548387;1996-01-01;1998-12-31;1997;No merge and no split;Pena;Pena (1999) [1996–1998];Observational;single centre;Venezuela;S-America;high;1991–2000;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07894736842105263;0.12361604714256579;0.03427868969953948;7.894736842105263;0.022790142204853647
300;31;Children and adults;NA;NA;103.96666666666667;1996-11-01;2005-06-30;2001;No merge and no split;Nguyen;Nguyen (2007) [1996–2005];Interventional;single centre;Vietnam;Asia;low;1991–2000;na;55;19;7;NA;9;NA;9;NA;NA;NA;123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10333333333333333;0.13970939383715616;0.06695727282951053;10.333333333333334;0.018559214542766746
160;16;Children;64;96;25.966666666666665;1999-05-01;2001-06-30;2000;No merge and no split;Al Khoransani;Al Khoransani (2006) [1999–2001];Observational;single centre;Yemen;Asia;low;1991–2000;na;46;81;23;NA;1;NA;2;NA;NA;NA;NA;7;10;3;2;NA;0;NA;1;NA;NA;NA;NA;0;0.1;0.149;0.051000000000000004;10;0.024999999999999998
45;29;Neonates;NA;NA;74;1949-10-31;1955-12-31;1952;merge country;Watson;Watson (1957) [1949–1955];Observational;multicentre;Multinational;N-America;high;Before 1961;na;1;1;1;1;14;6;1;NA;2;NA;17;NA;0;1;0;0;12;3;1;NA;1;NA;13;NA;0.6444444444444445;0.878998289377414;0.409890599511475;NA;0.11967032904743341
69;28;Adults;45;24;120;2003-01-01;2013-01-01;2008;No merge and no split;Mora Mora;Mora Mora (2015) [2003–2013];Observational;single centre;Argentina;S-America;high;2001–2010;na;17;NA;NA;3;NA;NA;6;NA;NA;NA;NA;NA;6;NA;NA;1;NA;NA;5;NA;NA;NA;NA;NA;0.4057971014492754;0.5561064512952637;0.255487751603287;40.57971014492754;0.07668844379897365
255;66;Children;NA;NA;251.96774193548387;1942-01-01;1962-12-31;1952;merge time;Gossage;Gossage (1964) [1942–1962];Observational;single centre;Canada;N-America;high;Before 1961;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.25882352941176473;0.3212671187179862;0.19637994010554322;25.882352941176475;0.03185897413582729
59;16;Adults;NA;NA;23.967741935483872;2006-01-01;2007-12-31;2006;No merge and no split;Abdulrab;Abdulrab (2010) [2006–2007];Observational;single centre;Yemen;Asia;low;2001–2010;na;28;20;6;NA;NA;NA;NA;NA;NA;NA;5;NA;10;4;1;NA;NA;NA;NA;NA;NA;NA;1;NA;0.2711864406779661;0.4040677966101695;0.13830508474576272;27.11864406779661;0.06779661016949154
2280;165;Children;747;1529;131.96774193548387;2000-01-01;2010-12-31;2005;merge time;Banajeh;Banajeh (2014) [2000–2010];Observational;single centre;Yemen;Asia;low;2001–2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07236842105263158;0.08341081397113319;0.061326028134129976;7.236842105263158;0.005633873938011024
199;20;Children;72;127;11.967741935483872;2012-01-01;2012-12-31;2012;No merge and no split;Bari;Bari (2016) [2012–2012];Observational;single centre;Pakistan;Asia;low;After 2010;na;5;NA;2;NA;1;2;NA;NA;NA;NA;14;175;2;NA;0;NA;0;1;NA;NA;NA;NA;2;15;0.10050251256281408;0.14454968076280994;0.05645534436281822;10.050251256281408;0.02247304499999789
21;1;Not specified;NA;NA;11;2015-04-01;2016-03-01;2015;No merge and no split;Kafle;Kafle (2017) [2015–2016];Observational;single centre;Nepal;Asia;low;After 2010;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.047619047619047616;0.14095238095238094;-0.04571428571428571;4.761904761904762;0.047619047619047616
262;99;Neonates and children;NA;NA;95.96774193548387;1983-01-01;1990-12-31;1986;No merge and no split;Salaun-Saraux;Salaun-Saraux (1995) [1983–1990];Observational;single centre;Rwanda;Africa;low;1981–1990;na;103;29;80;NA;NA;NA;NA;NA;NA;NA;50;NA;54;3;22;NA;NA;NA;NA;NA;NA;NA;20;NA;0.37786259541984735;0.45229677010415936;0.3034284207355353;37.786259541984734;0.0379766197368939
126;10;Children;NA;NA;47.96774193548387;1967-01-01;1970-12-31;1968;No merge and no split;Fraser;Fraser (1975) [1967–1970];Observational;multicentre;United States;N-America;high;1961–1970;na;29;29;60;1;7;1;4;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07936507936507936;0.12855606518992083;0.030174093540237906;7.936507936507936;0.025097441747368093
409;135;Neonates and children;NA;NA;60;1983-02-01;1988-02-01;1985;No merge and no split;Cisse;Cisse (1989) [1983–1988];NA;single centre;Senegal;Africa;low;1981–1990;na;71;NA;94;NA;NA;NA;NA;NA;NA;NA;15;NA;39;NA;19;NA;NA;NA;NA;NA;NA;NA;9;NA;0.33007334963325186;0.3857534036080675;0.2743932956584362;33.007334963325185;0.028408190803477375
77;5;Adults;25;52;161.96666666666667;1982-01-01;1995-06-30;1988;No merge and no split;Laguna;Laguna (1996) [1982–1995];Observational;single centre;Spain;Europe;high;1981–1990;na;21;20;NA;3;NA;NA;NA;NA;NA;NA;5;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06493506493506493;0.12185315890778686;0.00801697096234302;6.493506493506493;0.029039843863633633
150;49;Neonates and children;71;79;11.967741935483872;1985-09-01;1986-08-31;1986;No merge and no split;de Bary;de Bary (1990) [1985–1986];Observational;single centre;Côte d'Ivoire;Africa;low;1981–1990;na;36;NA;67;NA;NA;20;NA;NA;NA;NA;15;12;17;NA;15;NA;NA;7;NA;NA;NA;NA;6;3;0.32666666666666666;0.41813333333333336;0.23520000000000002;32.666666666666664;0.04666666666666667
358;122;Children;NA;NA;23.967741935483872;1979-01-01;1980-12-31;1980;No merge and no split;Mulla;Mulla (1984) [1979–1980];Observational;single centre;South Africa;Africa;low;1971–1980;na;52;41;82;NA;NA;NA;NA;NA;NA;NA;22;161;20;3;15;NA;NA;NA;NA;NA;NA;NA;17;67;0.3407821229050279;0.40125393182594143;0.28031031398411443;34.07821229050279;0.03085296373515995
101;8;Neonates and children;NA;NA;71.96774193548387;1978-01-01;1983-12-31;1980;No merge and no split;Yost;Yost (1986) [1978–1983];Observational;multicentre;United States;N-America;high;1971–1980;na;14;3;77;NA;1;2;NA;NA;NA;NA;2;2;2;1;5;NA;0;0;NA;NA;NA;NA;0;0;0.07920792079207921;0.13409620954953003;0.02431963203462839;8;0.02800422895788307
73;19;Children;NA;NA;20.967741935483872;1977-09-01;1979-05-31;1978;No merge and no split;Shann;Shann (1981) [1977–1979];Interventional;single centre;Papua New Guinea;Oceania;low;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2602739726027397;0.3773074236895852;0.14324052151589423;26.027397260273972;0.059710944432064025
99;24;Not specified;NA;NA;20.967741935483872;1979-04-01;1980-12-31;1980;No merge and no split;Kilpatrick;Kilpatrick (1987) [1979–1980];NA;single centre;Egypt;Africa;low;1971–1980;na;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.24242424242424243;0.33941413931020264;0.14543434553828227;24.242424242424242;0.049484641268347035
200;16;Adults;NA;NA;35.96774193548387;1984-01-01;1986-12-31;1985;No merge and no split;Martinez;Martinez (1989) [1984–1986];Observational;single centre;Spain;Europe;high;1981–1990;na;23;94;NA;NA;NA;NA;NA;NA;NA;NA;12;71;4;6;NA;NA;NA;NA;NA;NA;NA;NA;2;4;0.08;0.1192;0.0408;8;0.02
108;18;Neonates and children;NA;NA;12;1989-05-01;1990-05-01;1989;merge age;Tefuarani;Tefuarani (1992) [1989–1990];Observational;single centre;Papua New Guinea;Oceania;low;1981–1990;na;20;0;26;0;0;0;0;0;0;0;14;48;5;0;4;0;0;0;0;0;0;0;4;5;0.16666666666666666;0.2436627383958685;0.08967059493746483;16.666666666666664;0.039283710065919304
53;7;Children;20;33;NA;NA;NA;1976;No merge and no split;Dawson;Dawson (1976);Observational;single centre;New Zealand;Oceania;high;1971–1980;na;11;16;15;NA;NA;NA;NA;NA;NA;NA;NA;11;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1320754716981132;0.22991835037144526;0.034232593024781176;13.20754716981132;0.04991983605782247
85;35;Neonates and children;30;55;11.967741935483872;1973-08-01;1974-07-31;1974;No merge and no split;Chintu;Chintu (1975) [1973–1974];NA;single centre;Zambia;Africa;low;1971–1980;na;24;0;7;1;NA;NA;NA;NA;NA;NA;5;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4117647058823529;0.5481825455867676;0.2753468661779383;41.17647058823529;0.06960093862470135
166;6;Children;57;109;119.96774193548387;1986-01-01;1995-12-31;1990;No merge and no split;Fernandez-Jaen;Fernandez-Jaen (1998) [1986–1995];Observational;single centre;Spain;Europe;high;1981–1990;na;9;53;38;NA;NA;NA;NA;NA;NA;NA;3;63;1;0;0;NA;NA;NA;NA;NA;NA;NA;0;4;0.03614457831325301;0.06506626443286162;0.007222892193644408;3.614457831325301;0.014755962305922759
69;19;Children;NA;NA;7.967741935483871;1989-08-01;1990-03-31;1989;No merge and no split;Mackie;Mackie (1992) [1989–1990];Observational;single centre;Ghana;Africa;low;1981–1990;na;35;24;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2753623188405797;0.3991803178165177;0.15154431986464173;27.536231884057973;0.06317244845711122
58;11;Children;19;39;29.967741935483872;1985-07-01;1987-12-31;1986;No merge and no split;Choo;Choo (1990) [1985–1987];Observational;single centre;Malaysia;Asia;high;1981–1990;na;14;5;29;NA;3;NA;NA;NA;NA;NA;7;NA;4;0;4;NA;0;NA;NA;NA;NA;NA;3;NA;0.1896551724137931;0.3017342170533894;0.07757612777419683;18.96551724137931;0.057183186040610345
132;37;Children;46;86;59.96774193548387;1990-01-01;1994-12-31;1992;No merge and no split;Gedlu;Gedlu (1995) [1990–1994];Observational;single centre;Ethiopia;Africa;low;1991–2000;na;17;31;34;NA;1;NA;NA;NA;NA;NA;2;47;6;5;10;NA;0;NA;NA;NA;NA;NA;1;15;0.2803030303030303;0.37062283757109477;0.18998322303496587;28.030303030303028;0.04608153432044104
179;34;Children;NA;100;23.967741935483872;1991-01-01;1992-12-31;1992;No merge and no split;Macaluso;Macaluso (1996) [1991–1992];Observational;single centre;Brazil;S-America;high;1991–2000;na;16;40;67;NA;NA;NA;NA;NA;NA;NA;8;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.18994413407821228;0.25379142856925585;0.12609683958716877;18.994413407821227;0.03257515025053242
34;10;Children;12;22;119.96774193548387;1964-01-01;1973-12-31;1968;No merge and no split;Kaiser;Kaiser (1975) [1964–1973];NA;single centre;Hungary;Europe;high;1961–1970;na;8;13;2;NA;NA;NA;NA;NA;NA;NA;1;10;5;0;1;NA;NA;NA;NA;NA;NA;NA;1;3;0.29411764705882354;0.47641365335088304;0.11182164076676401;29.411764705882355;0.09300816647554057
94;39;Neonates;34;57;23.967741935483872;1987-01-01;1988-12-31;1988;No merge and no split;Nathoo;Nathoo (1991) [1987–1988];Observational;single centre;Zimbabwe;Africa;low;1981–1990;na;8;NA;NA;NA;3;57;NA;NA;NA;NA;26;NA;2;NA;NA;NA;2;24;NA;NA;NA;NA;11;NA;0.4148936170212766;0.5451084689027751;0.2846787651397781;41.48936170212766;0.0664361489191319
140;13;Children;NA;NA;35.96774193548387;1976-09-01;1979-08-31;1978;No merge and no split;Perez-Yarza;Perez-Yarza (1980) [1976–1979];Observational;single centre;Spain;Europe;high;1971–1980;na;8;122;3;NA;1;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.09285714285714286;0.14333486071363868;0.04237942500064701;9.285714285714286;0.025753937681885632
100;17;Children and adults;29;71;NA;NA;NA;1988;merge age;Girgis;Girgis (1988);Interventional;single centre;Egypt;Africa;low;1981–1990;na;35;48;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.17;0.25081287026210614;0.08918712973789386;17;0.0412310562561766
107;13;Neonates and children;NA;NA;59.96774193548387;1981-01-01;1985-12-31;1983;No merge and no split;Rosenthal;Rosenthal (1989) [1981–1985];Observational;single centre;Israel;Asia;high;1981–1990;na;29;20;42;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.12149532710280374;0.18754093925148985;0.05544971495411758;12.149532710280374;0.033696740892186806
